date,title,album,lyricist,hungama_id,provider,genre,actor_list,language,singers,shortUrl,keywords
2015,"Baaki Baatein Peene Baad (Shots) ""Baaki Baatein Peene Baad"")",Pop Hungama 2016,{'Badshah'},16428365,hungama,Pop,"{'Arjun Kanungo', 'Badshah'}",Hindi,"{'Arjun Kanungo', 'Badshah'}",https://www.hungama.com/song/baaki-baatein-peene-baad-%28shots%29-%22baaki-baatein-peene-baad%22%29/16428365/,"{'Arjun Kanungo', 'Pop Hungama 2016', 'Badshah', 'Baaki Baatein Peene Baad (Shots) ""Baaki Baatein Peene Baad"")'}"
2016,Tooti Bolti,Santa Banta Pvt. Ltd.,{'Kumaar'},17976298,hungama,Soundtrack,"{'Dolly Sandhu', 'Mika Singh', 'Sonu Nigam'}",Hindi,"{'Dolly Sandhu', 'Mika Singh', 'Sonu Nigam'}",https://www.hungama.com/song/tooti-bolti/17976298/,"{'Dolly Sandhu', 'Kumaar', 'Sonu Nigam', 'Tooti Bolti', 'Mika Singh', 'Santa Banta Pvt. Ltd.'}"
2015,Dj Waley Babu,Dj Waley Babu,{'Badshah'},14959428,hungama,Pop,"{'Aastha Gill', 'Badshah'}",Punjabi,"{'Aastha Gill', 'Badshah'}",https://www.hungama.com/song/dj-waley-babu/14959428/,"{'Aastha Gill', 'Dj Waley Babu', 'Badshah'}"
2016,Humne Pee Rakhi Hai,Sanam Re,{'Ikka'},16979207,hungama,Soundtrack,"{'Neha Kakkar', 'Jaz Dhami', 'Ikka'}",Hindi,"{'Neha Kakkar', 'Jaz Dhami', 'Ikka'}",https://www.hungama.com/song/humne-pee-rakhi-hai/16979207/,"{'Neha Kakkar', 'Sanam Re', 'Ikka', 'Jaz Dhami', 'Humne Pee Rakhi Hai'}"
2015,Sharabi,Pyaar Ka Punchnama 2,{'Late Akram Sabri'},16354899,hungama,Soundtrack,"{'Sharib', 'Raja Hasan', 'Toshi'}",Hindi,"{'Sharib', 'Raja Hasan', 'Toshi'}",https://www.hungama.com/song/sharabi/16354899/,"{'Sharabi', 'Raja Hasan', 'Toshi', 'Late Akram Sabri', 'Sharib', 'Pyaar Ka Punchnama 2'}"
2016,House Party,Kyaa Kool Hain Hum 3,{'Danish Sabri'},17018883,hungama,Soundtrack,"{'Shalmali Kholgade', 'Sajid Khan', 'Wajid Khan'}",Hindi,"{'Shalmali Kholgade', 'Sajid Khan', 'Wajid Khan'}",https://www.hungama.com/song/house-party/17018883/,"{'Shalmali Kholgade', 'Danish Sabri', 'Sajid Khan', 'Kyaa Kool Hain Hum 3', 'House Party', 'Wajid Khan'}"
2015,Naach Meri Jaan,ABCD 2,{'Mayur Puri'},6787020,hungama,Soundtrack,"{'Siddharth Basrur', 'Rimi Nique', 'Benny Dayal'}",Hindi,"{'Siddharth Basrur', 'Rimi Nique', 'Benny Dayal'}",https://www.hungama.com/song/naach-meri-jaan/6787020/,"{'Mayur Puri', 'Naach Meri Jaan', 'Siddharth Basrur', 'Rimi Nique', 'Benny Dayal', 'ABCD 2'}"
2014,Party With The Bhoothnath,Bhoothnath Returns,{'Yo Yo Honey Singh'},2449174,hungama,Soundtrack,{'Yo Yo Honey Singh'},Hindi,{'Yo Yo Honey Singh'},https://www.hungama.com/song/party-with-the-bhoothnath/2449174/,"{'Yo Yo Honey Singh', 'Party With The Bhoothnath', 'Bhoothnath Returns'}"
1998,Veda Veda Roopini,Navarathiri Naayakiyae - Vol-2,{'Sri Durgai Chiththar'},1841886,hungama,,{'Mahanadhi Shobana'},Tamil,{'Mahanadhi Shobana'},https://www.hungama.com/song/veda-veda-roopini/1841886/,"{'Sri Durgai Chiththar', 'Veda Veda Roopini', 'Mahanadhi Shobana', 'Navarathiri Naayakiyae - Vol-2'}"
1998,Sri Durgasthavam,Navarathiri Naayakiyae - Vol-1,{'Sri Durgai Chiththar'},1840971,hungama,,{'Mahanadhi Shobana'},Tamil,{'Mahanadhi Shobana'},https://www.hungama.com/song/sri-durgasthavam/1840971/,"{'Sri Durgai Chiththar', 'Navarathiri Naayakiyae - Vol-1', 'Mahanadhi Shobana', 'Sri Durgasthavam'}"
2005,Mangala Roopini,Srilakshmi Mahalakshmi,{'Veeresh'},23945346,hungama,,{'S. P. Balasubrahmanyam'},Kannada,{'S. P. Balasubrahmanyam'},https://www.hungama.com/song/mangala-roopini/23945346/,"{'Veeresh', 'Mangala Roopini', 'S. P. Balasubrahmanyam', 'Srilakshmi Mahalakshmi'}"
1998,Thaayae Unatharulai,Navarathiri Naayakiyae - Vol-1,{'Varasree'},1840974,hungama,,{'Mahanadhi Shobana'},Tamil,{'Mahanadhi Shobana'},https://www.hungama.com/song/thaayae-unatharulai/1840974/,"{'Thaayae Unatharulai', 'Mahanadhi Shobana', 'Navarathiri Naayakiyae - Vol-1', 'Varasree'}"
2001,Ulaginai Padaithaval,Tamil Mahishasura Mardhini,{'Ulundhoorpet Shanmugam'},33492798,hungama,,{'Mahanadhi Shobana'},Tamil,{'Mahanadhi Shobana'},https://www.hungama.com/song/ulaginai-padaithaval/33492798/,"{'Ulundhoorpet Shanmugam', 'Mahanadhi Shobana', 'Tamil Mahishasura Mardhini', 'Ulaginai Padaithaval'}"
2001,Sri Ambikaiyin Dyana Slokangal,Navarathiri Naayakiyae - Vol-2,{'Sivasri Akorasiva Kalidasa Sivachariyyar'},1841890,hungama,,{'Kalidasa Sivachariyaar'},Tamil,{'Kalidasa Sivachariyaar'},https://www.hungama.com/song/sri-ambikaiyin-dyana-slokangal/1841890/,"{'Sri Ambikaiyin Dyana Slokangal', 'Kalidasa Sivachariyaar', 'Sivasri Akorasiva Kalidasa Sivachariyyar', 'Navarathiri Naayakiyae - Vol-2'}"
1996,Ettrugirom,Vandal Mahalakshmiye,{'Varasree'},33491480,hungama,,{'Mahanadhi Shobana'},Tamil,{'Mahanadhi Shobana'},https://www.hungama.com/song/ettrugirom/33491480/,"{'Ettrugirom', 'Mahanadhi Shobana', 'Vandal Mahalakshmiye', 'Varasree'}"
1998,Thaayae Neeyae Saran,Navarathiri Naayakiyae - Vol-1,{'Sri Durgai Chiththar'},1840973,hungama,,{'Mahanadhi Shobana'},Tamil,{'Mahanadhi Shobana'},https://www.hungama.com/song/thaayae-neeyae-saran/1840973/,"{'Sri Durgai Chiththar', 'Navarathiri Naayakiyae - Vol-1', 'Mahanadhi Shobana', 'Thaayae Neeyae Saran'}"
1998,Subhamana Vadivil,Sri Mahalakshmiye,{'Varasree'},33491946,hungama,,{'Mahanadhi Shobana'},Tamil,{'Mahanadhi Shobana'},https://www.hungama.com/song/subhamana-vadivil/33491946/,"{'Sri Mahalakshmiye', 'Subhamana Vadivil', 'Mahanadhi Shobana', 'Varasree'}"
2012,Vani Kalaivani,Sri Saraswathi,{'S.P. Devarajan'},33496360,hungama,,{'Jayasri'},Tamil,{'Jayasri'},https://www.hungama.com/song/vani-kalaivani/33496360/,"{'S.P. Devarajan', 'Vani Kalaivani', 'Sri Saraswathi', 'Jayasri'}"
1997,Dhukka Nivarana Ashtaham,Navarathiri Naayakiyae - Vol-1,{'Sri Durgai Chiththar'},1840967,hungama,,{'Mahanadhi Shobana'},Tamil,{'Mahanadhi Shobana'},https://www.hungama.com/song/dhukka-nivarana-ashtaham/1840967/,"{'Sri Durgai Chiththar', 'Navarathiri Naayakiyae - Vol-1', 'Mahanadhi Shobana', 'Dhukka Nivarana Ashtaham'}"
2020,Thrill,Thrill,{'Gurminder Moddke'},53656748,hungama,World,{'Sukshinder Shinda'},Punjabi,{'Sukshinder Shinda'},https://www.hungama.com/song/thrill/53656748/,"{'Sukshinder Shinda', 'Thrill', 'Gurminder Moddke'}"
2011,Khushian,Akhiyan,{'Gurminder Maddoke'},3071146,hungama,Pop,{'Sukhshinder Shinda'},Punjabi,{'Sukhshinder Shinda'},https://www.hungama.com/song/khushian/3071146/,"{'Gurminder Maddoke', 'Khushian', 'Akhiyan', 'Sukhshinder Shinda'}"
2010,Mere Munde Nu,Jadoo,{'Karamjeet Kadon'},387206,hungama,Pop,{'Sukshinder Shinda'},Punjabi,{'Sukshinder Shinda'},https://www.hungama.com/song/mere-munde-nu/387206/,"{'Sukshinder Shinda', 'Jadoo', 'Karamjeet Kadon', 'Mere Munde Nu'}"
2009,Aao Gidha Pa Layeye,Flavours Of Punjab(2009),{'Sukhshinder Shinda'},2626264,hungama,Pop,{'Sukhshinder Shinda'},Punjabi,{'Sukhshinder Shinda'},https://www.hungama.com/song/aao-gidha-pa-layeye/2626264/,"{'Aao Gidha Pa Layeye', 'Sukhshinder Shinda', 'Flavours Of Punjab(2009)'}"
2015,Singh Naal Jodi,Collaborations 3,{'Koki Deep'},2709082,hungama,Pop,"{'Diljit Dosanjh', 'Sukshinder Shinda'}",Punjabi,"{'Diljit Dosanjh', 'Sukshinder Shinda'}",https://www.hungama.com/song/singh-naal-jodi/2709082/,"{'Sukshinder Shinda', 'Diljit Dosanjh', 'Koki Deep', 'Singh Naal Jodi', 'Collaborations 3'}"
2018,Gachni Da Lep,Gachni Da Lep,{'Abbi Fategarhia'},33864259,hungama,Pop,{'Sukshinder Shinda'},Punjabi,{'Sukshinder Shinda'},https://www.hungama.com/song/gachni-da-lep/33864259/,"{'Sukshinder Shinda', 'Gachni Da Lep', 'Abbi Fategarhia'}"
2011,Akh Jadon,Akhiyan,{'Amarjit Musapuria'},3071140,hungama,Pop,{'Sukhshinder Shinda'},Punjabi,{'Sukhshinder Shinda'},https://www.hungama.com/song/akh-jadon/3071140/,"{'Akh Jadon', 'Amarjit Musapuria', 'Sukhshinder Shinda', 'Akhiyan'}"
2010,Sangdi,Final Countdown,{'RDB'},3071677,hungama,Pop,{'Sukhshinder Shinda'},Punjabi,{'Sukhshinder Shinda'},https://www.hungama.com/song/sangdi/3071677/,"{'Sangdi', 'RDB', 'Final Countdown', 'Sukhshinder Shinda'}"
2013,Shoulder Surf,16 Massive Hits,{'Sukhshinder Shinda'},3071043,hungama,Pop,{'Sukhshinder Shinda'},Punjabi,{'Sukhshinder Shinda'},https://www.hungama.com/song/shoulder-surf/3071043/,"{'Sukhshinder Shinda', 'Shoulder Surf', '16 Massive Hits'}"
2010,Ni Munde,Final Countdown,{'Sachin Ahuja'},3071674,hungama,Pop,{'Sukhshinder Shinda'},Punjabi,{'Sukhshinder Shinda'},https://www.hungama.com/song/ni-munde/3071674/,"{'Ni Munde', 'Final Countdown', 'Sukhshinder Shinda', 'Sachin Ahuja'}"
2011,Bolian Pa Ke,Akhiyan,{'Sati Khokhewalia'},3071143,hungama,Pop,{'Sukhshinder Shinda'},Punjabi,{'Sukhshinder Shinda'},https://www.hungama.com/song/bolian-pa-ke/3071143/,"{'Bolian Pa Ke', 'Akhiyan', 'Sukhshinder Shinda', 'Sati Khokhewalia'}"
1998,Golmaalu,Kumbakonam Gopalu,{'Vasan'},4455600,hungama,Soundtrack,"{'Karthick Raja', 'Yuvanshankar Raja'}",Tamil,"{'Karthick Raja', 'Yuvanshankar Raja'}",https://www.hungama.com/song/golmaalu/4455600/,"{'Kumbakonam Gopalu', 'Karthick Raja', 'Vasan', 'Yuvanshankar Raja', 'Golmaalu'}"
1996,Yuddathil,Gopala Gopala,{'Folk'},1440580,hungama,Soundtrack,"{'Chitra', 'S. P. Balasubrahmanyam'}",Tamil,"{'Chitra', 'S. P. Balasubrahmanyam'}",https://www.hungama.com/song/yuddathil/1440580/,"{'Yuddathil', 'Folk', 'Chitra', 'Gopala Gopala', 'S. P. Balasubrahmanyam'}"
1987,Aavani Masathilla,Aayasu Nooru,{'E. A. Rajendran'},1426588,hungama,Soundtrack,"{'Malaysia Vasudevan', 'S. Janaki'}",Tamil,"{'Malaysia Vasudevan', 'S. Janaki'}",https://www.hungama.com/song/aavani-masathilla/1426588/,"{'E. A. Rajendran', 'Aayasu Nooru', 'Malaysia Vasudevan', 'Aavani Masathilla', 'S. Janaki'}"
1998,Super Paatu Ondru,Kumbakonam Gopalu,{'M. Metha'},4455599,hungama,Soundtrack,"{'Chorus', 'Unni Krishnan'}",Tamil,"{'Chorus', 'Unni Krishnan'}",https://www.hungama.com/song/super-paatu-ondru/4455599/,"{'Kumbakonam Gopalu', 'Super Paatu Ondru', 'Chorus', 'M. Metha', 'Unni Krishnan'}"
1993,Pothathu Pothathu,Poranthalum Ambalaiya Porakka Koodathu,{'Pandiarajan'},4455772,hungama,Soundtrack,{'Minmini'},Tamil,{'Minmini'},https://www.hungama.com/song/pothathu-pothathu/4455772/,"{'Pothathu Pothathu', 'Poranthalum Ambalaiya Porakka Koodathu', 'Pandiarajan', 'Minmini'}"
1988,Meesavatcha Ambalaikkellam,Jadiketha Moodi,{'Vairamuthu'},1450242,hungama,Soundtrack,{'S. P. Balasubrahmanyam'},Tamil,{'S. P. Balasubrahmanyam'},https://www.hungama.com/song/meesavatcha-ambalaikkellam/1450242/,"{'Jadiketha Moodi', 'S. P. Balasubrahmanyam', 'Meesavatcha Ambalaikkellam', 'Vairamuthu'}"
1998,Enna Janmam,Kumbakonam Gopalu,{'Vasan'},4455597,hungama,Soundtrack,{'Ilaiyaraaja'},Tamil,{'Ilaiyaraaja'},https://www.hungama.com/song/enna-janmam/4455597/,"{'Kumbakonam Gopalu', 'Vasan', 'Enna Janmam', 'Ilaiyaraaja'}"
1993,Chinna Kuyil Nanthan,Poranthalum Ambalaiya Porakka Koodathu,{'Pandiarajan'},4455776,hungama,Soundtrack,{'Minmini'},Tamil,{'Minmini'},https://www.hungama.com/song/chinna-kuyil-nanthan/4455776/,"{'Poranthalum Ambalaiya Porakka Koodathu', 'Pandiarajan', 'Chinna Kuyil Nanthan', 'Minmini'}"
1987,Chinna Ponnu,Aayasu Nooru,{'Traditional'},1426592,hungama,Soundtrack,"{'Malaysia Vasudevan', 'S. Janaki'}",Tamil,"{'Malaysia Vasudevan', 'S. Janaki'}",https://www.hungama.com/song/chinna-ponnu/1426592/,"{'Traditional', 'Aayasu Nooru', 'Malaysia Vasudevan', 'Chinna Ponnu', 'S. Janaki'}"
2001,Kannimaikkum Nerthula,Galatta Ganapathi,{'Krishnaraj'},345310,hungama,Soundtrack,{'Krishnaraj'},Tamil,{'Krishnaraj'},https://www.hungama.com/song/kannimaikkum-nerthula/345310/,"{'Galatta Ganapathi', 'Kannimaikkum Nerthula', 'Krishnaraj'}"
1988,Pannendu,Jadiketha Moodi,{'Vijay Raj'},1450241,hungama,Soundtrack,"{'S. Janaki', 'S. P. Balasubrahmanyam'}",Tamil,"{'S. Janaki', 'S. P. Balasubrahmanyam'}",https://www.hungama.com/song/pannendu/1450241/,"{'Pannendu', 'Vijay Raj', 'S. Janaki', 'Jadiketha Moodi', 'S. P. Balasubrahmanyam'}"
1998,Oru Nandavan Kuyil,Kumbakonam Gopalu,{'Vasan'},4455598,hungama,Soundtrack,{'Ilaiyaraaja'},Tamil,{'Ilaiyaraaja'},https://www.hungama.com/song/oru-nandavan-kuyil/4455598/,"{'Kumbakonam Gopalu', 'Oru Nandavan Kuyil', 'Vasan', 'Ilaiyaraaja'}"
1987,Etri Vaitha,Aayasu Nooru,{'E. A. Rajendran'},1426591,hungama,Soundtrack,"{'Malaysia Vasudevan', 'S. Janaki'}",Tamil,"{'Malaysia Vasudevan', 'S. Janaki'}",https://www.hungama.com/song/etri-vaitha/1426591/,"{'E. A. Rajendran', 'Aayasu Nooru', 'Etri Vaitha', 'Malaysia Vasudevan', 'S. Janaki'}"
1988,Vittu Vittu Thudikithu,Jadiketha Moodi,{'Vairamuthu'},1450240,hungama,Soundtrack,"{'S. Janaki', 'S. P. Balasubrahmanyam'}",Tamil,"{'S. Janaki', 'S. P. Balasubrahmanyam'}",https://www.hungama.com/song/vittu-vittu-thudikithu/1450240/,"{'Vittu Vittu Thudikithu', 'Vairamuthu', 'S. Janaki', 'Jadiketha Moodi', 'S. P. Balasubrahmanyam'}"
1996,Kanna Nee,Gopala Gopala,{'Folk'},1440579,hungama,Soundtrack,"{'Meera Krishnan', 'Izrath', 'Anuradha Sriram'}",Tamil,"{'Meera Krishnan', 'Izrath', 'Anuradha Sriram'}",https://www.hungama.com/song/kanna-nee/1440579/,"{'Gopala Gopala', 'Izrath', 'Folk', 'Kanna Nee', 'Meera Krishnan', 'Anuradha Sriram'}"
1987,Brahma Devan,Aayasu Nooru,{'E. A. Rajendran'},1426589,hungama,Soundtrack,"{'Malaysia Vasudevan', 'S. Janaki'}",Tamil,"{'Malaysia Vasudevan', 'S. Janaki'}",https://www.hungama.com/song/brahma-devan/1426589/,"{'E. A. Rajendran', 'Aayasu Nooru', 'Malaysia Vasudevan', 'S. Janaki', 'Brahma Devan'}"
1998,Butterfly Paatu Poo,Kumbakonam Gopalu,{'Vasan'},4455596,hungama,Soundtrack,"{'Unni Krishnan', 'Swarnalatha'}",Tamil,"{'Unni Krishnan', 'Swarnalatha'}",https://www.hungama.com/song/butterfly-paatu-poo/4455596/,"{'Kumbakonam Gopalu', 'Vasan', 'Unni Krishnan', 'Butterfly Paatu Poo', 'Swarnalatha'}"
2001,Neelangarai Anjala,Galatta Ganapathi,{'Ilaya Kamban'},345314,hungama,Soundtrack,"{'Srivarthini', 'Manicka Vinayagam'}",Tamil,"{'Srivarthini', 'Manicka Vinayagam'}",https://www.hungama.com/song/neelangarai-anjala/345314/,"{'Srivarthini', 'Neelangarai Anjala', 'Ilaya Kamban', 'Manicka Vinayagam', 'Galatta Ganapathi'}"
1996,Manase Baduku,Amruthavarshini,{'K. Kalyan'},399628,hungama,,{'S. P. Balasubrahmanyam'},Kannada,{'S. P. Balasubrahmanyam'},https://www.hungama.com/song/manase-baduku/399628/,"{'Manase Baduku', 'Amruthavarshini', 'S. P. Balasubrahmanyam', 'K. Kalyan'}"
1993,Muddina Hudugi Chanda,Rayaru Bandaru Maavana Manege,{'R. N. Jayagopal'},399424,hungama,,"{'Chitra', 'S. P. Balasubrahmanyam'}",Kannada,"{'Chitra', 'S. P. Balasubrahmanyam'}",https://www.hungama.com/song/muddina-hudugi-chanda/399424/,"{'Rayaru Bandaru Maavana Manege', 'Chitra', 'R. N. Jayagopal', 'S. P. Balasubrahmanyam', 'Muddina Hudugi Chanda'}"
2006,Kunidu Kunidu Bare,Mungaru Male,{'Kaviraj'},1422133,hungama,,"{'Sunidhi Chauhan', 'Stephen', 'Udit Rayan'}",Kannada,"{'Sunidhi Chauhan', 'Stephen', 'Udit Rayan'}",https://www.hungama.com/song/kunidu-kunidu-bare/1422133/,"{'Sunidhi Chauhan', 'Udit Rayan', 'Kaviraj', 'Kunidu Kunidu Bare', 'Stephen', 'Mungaru Male'}"
1988,Santhasa Araluva Samaya,Yelu Suthina Kote,{'V. Manohar'},1983336,hungama,,"{'S. P. Balasubrahmanyam', 'Rathnamala Prakash'}",Kannada,"{'S. P. Balasubrahmanyam', 'Rathnamala Prakash'}",https://www.hungama.com/song/santhasa-araluva-samaya/1983336/,"{'V. Manohar', 'Yelu Suthina Kote', 'Santhasa Araluva Samaya', 'Rathnamala Prakash', 'S. P. Balasubrahmanyam'}"
1993,Baa Nalle Madhuchandrake,Baa Nalle Madhuchandrake,{'Nagathihalli Chandrashekar'},1783681,hungama,,{'Chitra'},Kannada,{'Chitra'},https://www.hungama.com/song/baa-nalle-madhuchandrake/1783681/,"{'Nagathihalli Chandrashekar', 'Chitra', 'Baa Nalle Madhuchandrake'}"
2019,Ekai Bhalo,Shantilal O Projapoti Rohoshyo,{'Ritam Sen'},49057608,hungama,Soundtrack,{'Durnibar Saha'},Bengali,{'Durnibar Saha'},https://www.hungama.com/song/ekai-bhalo/49057608/,"{'Ekai Bhalo', 'Durnibar Saha', 'Ekai Bhalo (From ""Shantilal O Projapoti Rohoshyo"")', 'Ritam Sen'}"
2019,Shobai Chup,Konttho,{'Dipangshu Acharya'},47672588,hungama,Soundtrack,{'Sahana Bajpaie'},Bengali,{'Sahana Bajpaie'},https://www.hungama.com/song/shobai-chup/47672588/,"{'Shobai Chup', 'Dipangshu Acharya', 'Sahana Bajpaie', 'Konttho'}"
2019,Hazar Bochor-Duet,Tritio Adhyay The Third Chapter,{'orin'},46143142,hungama,Soundtrack,"{'Papon', 'Meghna Mishra'}",Bengali,"{'Papon', 'Meghna Mishra'}",https://www.hungama.com/song/hazar-bochor-duet/46143142/,"{'Papon', 'Meghna Mishra', 'Hazar Bochor-Duet', 'orin', 'Tritio Adhyay The Third Chapter'}"
2019,Shomoy,Shantilal O Projapoti Rohoshyo,{'Arko'},48766109,hungama,Soundtrack,{'Arko'},Bengali,{'Arko'},https://www.hungama.com/song/shomoy/48766109/,"{'Arko', 'Shomoy', 'Shomoy (From ""Shantilal O Projapoti Rohoshyo"")'}"
2015,Pashapashi Hete Jete Jete Female,Natoker Moto,{'Srijato'},15766161,hungama,Soundtrack,{'Anwesha Dutta Gupta'},Bengali,{'Anwesha Dutta Gupta'},https://www.hungama.com/song/pashapashi-hete-jete-jete-female/15766161/,"{'Anwesha Dutta Gupta', 'Natoker Moto', 'Pashapashi Hete Jete Jete Female', 'Srijato'}"
2015,Je Alap,Family Album(OST),{'Anupam Roy'},15732134,hungama,Pop,{'Kaushiki Chakraborty'},Bengali,{'Kaushiki Chakraborty'},https://www.hungama.com/song/je-alap/15732134/,"{'Je Alap', 'Family Album(OST)', 'Kaushiki Chakraborty', 'Anupam Roy'}"
2013,De Abir,Sweetheart ( Bengali ),{'Gautam Susmit'},1832374,hungama,Soundtrack,"{'Rima Mukherjee', 'Sujay Bhowmick'}",Bengali,"{'Rima Mukherjee', 'Sujay Bhowmick'}",https://www.hungama.com/song/de-abir/1832374/,"{'Sweetheart ( Bengali )', 'De Abir', 'Rima Mukherjee', 'Gautam Susmit', 'Sujay Bhowmick'}"
2014,Sadher Nighty,Obhishopto Nighty,{'Srijato'},2379493,hungama,Soundtrack,"{'Arijit Singh', 'Indraadip Dasgupta', 'Samidh Mukherjee'}",Bengali,"{'Arijit Singh', 'Indraadip Dasgupta', 'Samidh Mukherjee'}",https://www.hungama.com/song/sadher-nighty/2379493/,"{'Arijit Singh', 'Srijato', 'Samidh Mukherjee', 'Sadher Nighty', 'Obhishopto Nighty', 'Indraadip Dasgupta'}"
2015,Ami Jokhon Meye Thaki,Natoker Moto,{'Ajitesh Bandopadhyay'},15766165,hungama,Soundtrack,{'Paoli Dam'},Bengali,{'Paoli Dam'},https://www.hungama.com/song/ami-jokhon-meye-thaki/15766165/,"{'Ajitesh Bandopadhyay', 'Natoker Moto', 'Ami Jokhon Meye Thaki', 'Paoli Dam'}"
2013,Abujh Mon,Sweetheart ( Bengali ),{'Priyo Chattopadhyay'},1832372,hungama,Soundtrack,{'Nilakhi'},Bengali,{'Nilakhi'},https://www.hungama.com/song/abujh-mon/1832372/,"{'Nilakhi', 'Priyo Chattopadhyay', 'Abujh Mon', 'Sweetheart ( Bengali )'}"
2015,Prano Bhoriye Trisha Horiye,Natoker Moto,{'Gurudev Rabindranath Tagore'},15766162,hungama,Soundtrack,{'Rupankar Bagchi'},Bengali,{'Rupankar Bagchi'},https://www.hungama.com/song/prano-bhoriye-trisha-horiye/15766162/,"{'Gurudev Rabindranath Tagore', 'Natoker Moto', 'Rupankar Bagchi', 'Prano Bhoriye Trisha Horiye'}"
2015,Ektai Porichoy,Family Album(OST),{'Anupam Roy'},15732136,hungama,Pop,{'Anupam Roy'},Bengali,{'Anupam Roy'},https://www.hungama.com/song/ektai-porichoy/15732136/,"{'Family Album(OST)', 'Ektai Porichoy', 'Anupam Roy'}"
2014,Roddur - Female,Obhishopto Nighty,{'Srijato'},2379492,hungama,Soundtrack,{'Antara Mitra'},Bengali,{'Antara Mitra'},https://www.hungama.com/song/roddur---female/2379492/,"{'Antara Mitra', 'Obhishopto Nighty', 'Roddur - Female', 'Srijato'}"
2015,Swopno Din,Natoker Moto,{'Srijato'},15766163,hungama,Soundtrack,{'Anwesha Dutta Gupta'},Bengali,{'Anwesha Dutta Gupta'},https://www.hungama.com/song/swopno-din/15766163/,"{'Anwesha Dutta Gupta', 'Swopno Din', 'Natoker Moto', 'Srijato'}"
2015,Balika,Family Album(OST),{'Anupam Roy'},15732132,hungama,Pop,{'Somlata Acharyya Chowdhury'},Bengali,{'Somlata Acharyya Chowdhury'},https://www.hungama.com/song/balika/15732132/,"{'Somlata Acharyya Chowdhury', 'Family Album(OST)', 'Balika', 'Anupam Roy'}"
2013,Tor Godhuli,Sweetheart ( Bengali ),{'Somnath Kar'},1832377,hungama,Soundtrack,{'Rupam Islam'},Bengali,{'Rupam Islam'},https://www.hungama.com/song/tor-godhuli/1832377/,"{'Sweetheart ( Bengali )', 'Somnath Kar', 'Tor Godhuli', 'Rupam Islam'}"
2015,Sheddho Bhaat,Family Album(OST),{'Anupam Roy'},15732133,hungama,Pop,{'Anupam Roy'},Bengali,{'Anupam Roy'},https://www.hungama.com/song/sheddho-bhaat/15732133/,"{'Family Album(OST)', 'Sheddho Bhaat', 'Anupam Roy'}"
2015,Ichchhe,Natoker Moto,{'Gurudev Rabindranath Tagore'},15766164,hungama,Soundtrack,{'Sraboni Sen'},Bengali,{'Sraboni Sen'},https://www.hungama.com/song/ichchhe/15766164/,"{'Gurudev Rabindranath Tagore', 'Sraboni Sen', 'Natoker Moto', 'Ichchhe'}"
2013,Akla Mon,Sweetheart ( Bengali ),{'Gautam Susmit'},1832373,hungama,Soundtrack,"{'Shaan', 'Manjira'}",Bengali,"{'Shaan', 'Manjira'}",https://www.hungama.com/song/akla-mon/1832373/,"{'Sweetheart ( Bengali )', 'Shaan', 'Akla Mon', 'Manjira', 'Gautam Susmit'}"
2014,Ei To Shobe Suru,Obhishopto Nighty,{'Prasen'},2379491,hungama,Soundtrack,{'Monali Thakur'},Bengali,{'Monali Thakur'},https://www.hungama.com/song/ei-to-shobe-suru/2379491/,"{'Prasen', 'Obhishopto Nighty', 'Monali Thakur', 'Ei To Shobe Suru'}"
2020,Choosale Kallaraa,SR Kalyanamandapam,{'Krishna Kanth'},57576689,hungama,,"{'Chaitan Bharadwaj', 'Sid Sriram'}",Telugu,"{'Chaitan Bharadwaj', 'Sid Sriram'}",https://www.hungama.com/song/choosale-kallaraa/57576689/,"{'Krishna Kanth', 'Chaitan Bharadwaj', 'Choosale Kallaraa', 'SR Kalyanamandapam', 'Sid Sriram'}"
2020,Karabuu,Pogaru,{'Bhaskarabatla Ravi Kumar'},55496196,hungama,,{'Anurag Kulkarni'},Telugu,{'Anurag Kulkarni'},https://www.hungama.com/song/karabuu/55496196/,"{'Pogaru', 'Karabuu', 'Bhaskarabatla Ravi Kumar', 'Anurag Kulkarni'}"
2020,Balega Tagilavey Bangaram,Krack,{'Ramajogayya Sastry'},60992549,hungama,,{'Anirudh Ravichander'},Telugu,{'Anirudh Ravichander'},https://www.hungama.com/song/balega-tagilavey-bangaram/60992549/,"{'Balega Tagilavey Bangaram (From ""Krack"")', 'Ramajogayya Sastry', 'Balega Tagilavey Bangaram', 'Anirudh Ravichander'}"
2020,Nuvve Nuvve,Red,{'Sirivennela Sitaramasastri'},52360969,hungama,,"{'Anurag Kulkarni', 'Ramya Behara'}",Telugu,"{'Anurag Kulkarni', 'Ramya Behara'}",https://www.hungama.com/song/nuvve-nuvve/52360969/,"{'Nuvve Nuvve', 'Nuvve Nuvve (From ""Red"")', 'Anurag Kulkarni', 'Ramya Behara', 'Sirivennela Sitaramasastri'}"
2020,Aaru Kalale Eduvarnale,Last Seen (Telugu),{'Jayachandra JD'},60630909,hungama,,{'Jubair Muhammed'},Telugu,{'Jubair Muhammed'},https://www.hungama.com/song/aaru-kalale-eduvarnale/60630909/,"{'Aaru Kalale Eduvarnale', 'Jayachandra JD', 'Last Seen (Telugu)', 'Jubair Muhammed'}"
