date,title,album,lyricist,hungama_id,provider,genre,actor_list,language,singers,shortUrl,keywords
2013,"Yealae Yealae Dosthu Da ""Endrendrum Punnagai"")",,{'Viveka'},2805792,hungama,,"{'Harris Jayaraj', 'Naresh Iyer', 'Krish', 'Krishna Iyer'}",Tamil,"{'Harris Jayaraj', 'Naresh Iyer', 'Krish', 'Krishna Iyer'}",https://www.hungama.com/song/yealae-yealae-dosthu-da-%22endrendrum-punnagai%22%29/2805792/,"{'Harris Jayaraj', '', 'Krish', 'Krishna Iyer', 'Naresh Iyer', 'Viveka', 'Yealae Yealae Dosthu Da ""Endrendrum Punnagai"")'}"
1998,Nesara Nesara,Bhoomi Thaayiya Chochalamaga,{'V. Manohar'},2172159,hungama,,{'Chitra'},Kannada,{'Chitra'},https://www.hungama.com/song/nesara-nesara/2172159/,"{'Bhoomi Thaayiya Chochalamaga', 'Chitra', 'V. Manohar', 'Nesara Nesara'}"
2012,Henne Ninage,Sthri Shakthi,{'V.Manohar'},1449314,hungama,,{'M. D. Pallavi'},Kannada,{'M. D. Pallavi'},https://www.hungama.com/song/henne-ninage/1449314/,"{'M. D. Pallavi', 'Sthri Shakthi', 'V.Manohar', 'Henne Ninage'}"
1999,Chiguru Bombeye,Chandramukhi Pranasakhi,{'K. Kalyan'},401747,hungama,,{'Chitra'},Kannada,{'Chitra'},https://www.hungama.com/song/chiguru-bombeye/401747/,"{'Chiguru Bombeye', 'Chitra', 'Chandramukhi Pranasakhi', 'K. Kalyan'}"
2002,Yajamaana,Chelvi,{'Hamsalekha'},1855275,hungama,,{'Divya Raghavan'},Kannada,{'Divya Raghavan'},https://www.hungama.com/song/yajamaana/1855275/,"{'Divya Raghavan', 'Hamsalekha', 'Yajamaana', 'Chelvi'}"
1995,Hele Kogile,Nammoora Mandara Hoove,{'K. Kalyan'},397061,hungama,,{'Chitra'},Kannada,{'Chitra'},https://www.hungama.com/song/hele-kogile/397061/,"{'Chitra', 'Hele Kogile', 'Nammoora Mandara Hoove', 'K. Kalyan'}"
1998,Nakshatrave Nakshatrave,Doni Saagali,{'Shri Kanakadasaru'},399523,hungama,,{'Chitra'},Kannada,{'Chitra'},https://www.hungama.com/song/nakshatrave-nakshatrave/399523/,"{'Chitra', 'Shri Kanakadasaru', 'Nakshatrave Nakshatrave', 'Doni Saagali'}"
2001,Kannada Nada,Stri,{'Hamsalekha'},1448965,hungama,,{'B.R.Chaya'},Kannada,{'B.R.Chaya'},https://www.hungama.com/song/kannada-nada/1448965/,"{'B.R.Chaya', 'Hamsalekha', 'Kannada Nada', 'Stri'}"
1997,Hoo Maaro Cheluvamma,Durga Shakthi,{'K. Kalyan'},399649,hungama,,{'Chitra'},Kannada,{'Chitra'},https://www.hungama.com/song/hoo-maaro-cheluvamma/399649/,"{'Durga Shakthi', 'Hoo Maaro Cheluvamma', 'Chitra', 'K. Kalyan'}"
2001,Karyeshu Dasi,Mangalyam Tantuane,{'K.Kalyan'},1422369,hungama,,{'Ramesh Chandra'},Kannada,{'Ramesh Chandra'},https://www.hungama.com/song/karyeshu-dasi/1422369/,"{'Karyeshu Dasi', 'Mangalyam Tantuane', 'Ramesh Chandra', 'K.Kalyan'}"
1992,Attha Nodu Malenaadu,Gandharva,{'Hamsalekha'},1855352,hungama,,"{'Chitra', 'Latha Hamsalekha'}",Kannada,"{'Chitra', 'Latha Hamsalekha'}",https://www.hungama.com/song/attha-nodu-malenaadu/1855352/,"{'Latha Hamsalekha', 'Gandharva', 'Chitra', 'Hamsalekha', 'Attha Nodu Malenaadu'}"
1999,Malli Malli Minchulli,Gejje Naada,{'Hamsalekha'},401879,hungama,,{'Rajesh Krishna'},Kannada,{'Rajesh Krishna'},https://www.hungama.com/song/malli-malli-minchulli/401879/,"{'Hamsalekha', 'Malli Malli Minchulli', 'Gejje Naada', 'Rajesh Krishna'}"
2003,Taali Bottigaagi,Mane Magalu,{'K.Kalyan'},1422363,hungama,,{'Unni Menon'},Kannada,{'Unni Menon'},https://www.hungama.com/song/taali-bottigaagi/1422363/,"{'Mane Magalu', 'Taali Bottigaagi', 'Unni Menon', 'K.Kalyan'}"
2008,Firstu Firstu Naavu,Shivaranjini,{'Hamsalekha'},1422581,hungama,,{'Manu'},Kannada,{'Manu'},https://www.hungama.com/song/firstu-firstu-naavu/1422581/,"{'Shivaranjini', 'Firstu Firstu Naavu', 'Hamsalekha', 'Manu'}"
1979,Sogassante,Something Something,{'N/A'},2144659,hungama,,{'Prasanna'},Telugu,{'Prasanna'},https://www.hungama.com/song/sogassante/2144659/,"{'N/A', 'Prasanna', 'Something Something', 'Sogassante'}"
2009,Ellora Silpanni,Billa,{'Ramajogayya Sastry'},396328,hungama,,{'Rita'},Telugu,{'Rita'},https://www.hungama.com/song/ellora-silpanni/396328/,"{'Billa', 'Ellora Silpanni', 'Rita', 'Ramajogayya Sastry'}"
2014,Kannullu Kannadhi,Chandrakala,{'Vanamali'},2980593,hungama,,{'Anitha'},Telugu,{'Anitha'},https://www.hungama.com/song/kannullu-kannadhi/2980593/,"{'Chandrakala', 'Vanamali', 'Kannullu Kannadhi', 'Anitha'}"
1979,Chinna Maata,Something Something,{'N/A'},2144614,hungama,,{'Ranjith'},Telugu,{'Ranjith'},https://www.hungama.com/song/chinna-maata/2144614/,"{'N/A', 'Chinna Maata', 'Ranjith', 'Something Something'}"
1977,Nannedhe Kogileya,Olavu Gelavu,{'Chi.Udaya Shankar'},1920032,hungama,,{'S. Janaki'},Kannada,{'S. Janaki'},https://www.hungama.com/song/nannedhe-kogileya/1920032/,"{'S. Janaki', 'Olavu Gelavu', 'Chi.Udaya Shankar', 'Nannedhe Kogileya'}"
1979,Aakaashadindha,Chandanada Gombe,{'Chi. Udaya Shankar'},2095671,hungama,,{'S. P. Balasubrahmanyam'},Kannada,{'S. P. Balasubrahmanyam'},https://www.hungama.com/song/aakaashadindha/2095671/,"{'Aakaashadindha', 'Chi. Udaya Shankar', 'Chandanada Gombe', 'S. P. Balasubrahmanyam'}"
1978,Naachike Inneke,Kiladi Jodi,{'Chi. Udaya Shankar'},1922471,hungama,,"{'S. Janaki', 'S. P. Balasubrahmanyam'}",Kannada,"{'S. Janaki', 'S. P. Balasubrahmanyam'}",https://www.hungama.com/song/naachike-inneke/1922471/,"{'Kiladi Jodi', 'Naachike Inneke', 'Chi. Udaya Shankar', 'S. Janaki', 'S. P. Balasubrahmanyam'}"
2014,Aaseu Kaigoodithu,Naanobba Kalla,{'CHI.UDAYASHANKAR'},1869877,hungama,,"{'S. Janaki', 'Dr.Rajkumar'}",Kannada,"{'S. Janaki', 'Dr.Rajkumar'}",https://www.hungama.com/song/aaseu-kaigoodithu/1869877/,"{'Naanobba Kalla', 'Aaseu Kaigoodithu', 'CHI.UDAYASHANKAR', 'Dr.Rajkumar', 'S. Janaki'}"
1979,Kangalu Thumbiralu,Chandanada Gombe,{'Chi.Udaya Shankar'},1950909,hungama,,{'S. Janaki'},Kannada,{'S. Janaki'},https://www.hungama.com/song/kangalu-thumbiralu/1950909/,"{'Kangalu Thumbiralu', 'Chandanada Gombe', 'S. Janaki', 'Chi.Udaya Shankar'}"
2014,Kopavethake,Naanobba Kalla,{'CHI.UDAYASHANKAR'},1869875,hungama,,{'Dr.Rajkumar'},Kannada,{'Dr.Rajkumar'},https://www.hungama.com/song/kopavethake/1869875/,"{'Kopavethake', 'CHI.UDAYASHANKAR', 'Naanobba Kalla', 'Dr.Rajkumar'}"
1979,Bidenu Ninna Paadha,Naa Ninna Bidalaare,{'Chi. Udaya Shankar'},2131272,hungama,,{'S. Janaki'},Kannada,{'S. Janaki'},https://www.hungama.com/song/bidenu-ninna-paadha/2131272/,"{'Naa Ninna Bidalaare', 'Chi. Udaya Shankar', 'S. Janaki', 'Bidenu Ninna Paadha'}"
1976,Sihimuthu,Naa Ninna Mareyalaare,{'Chi.Udaya Shankar'},1947726,hungama,,"{'S. Janaki', 'P.B.Sreenivas'}",Kannada,"{'S. Janaki', 'P.B.Sreenivas'}",https://www.hungama.com/song/sihimuthu/1947726/,"{'Naa Ninna Mareyalaare', 'Sihimuthu', 'S. Janaki', 'P.B.Sreenivas', 'Chi.Udaya Shankar'}"
2014,Araluthide Moha,Naanobba Kalla,{'CHI.UDAYASHANKAR'},1869874,hungama,,"{'S. Janaki', 'Dr.Rajkumar'}",Kannada,"{'S. Janaki', 'Dr.Rajkumar'}",https://www.hungama.com/song/araluthide-moha/1869874/,"{'Naanobba Kalla', 'Araluthide Moha', 'CHI.UDAYASHANKAR', 'Dr.Rajkumar', 'S. Janaki'}"
2015,Gulaabo,Shaandaar,{'Amitabh Bhattacharya'},16345329,hungama,Soundtrack,"{'Vishal Dadlani', 'Anusha Mani'}",Hindi,"{'Vishal Dadlani', 'Anusha Mani'}",https://www.hungama.com/song/gulaabo/16345329/,"{'Amitabh Bhattacharya', 'Shaandaar', 'Vishal Dadlani', 'Anusha Mani', 'Gulaabo'}"
2015,Agar Tum Saath Ho,Tamasha,{'Irshad Kamil'},16537841,hungama,Soundtrack,"{'Arijit Singh', 'Alka Yagnik'}",Hindi,"{'Arijit Singh', 'Alka Yagnik'}",https://www.hungama.com/song/agar-tum-saath-ho/16537841/,"{'Arijit Singh', 'Irshad Kamil', 'Alka Yagnik', 'Tamasha', 'Agar Tum Saath Ho'}"
2015,"Hasi ""Hamari Adhuri Kahani"") Male Version","Hamari Adhuri Kahani (Title Track) [From ""Hamari Adhuri Kahani""]",{'Kunaal Vermaa'},6371220,hungama,Soundtrack,{'Ami Mishra'},Hindi,{'Ami Mishra'},https://www.hungama.com/song/hasi-%22hamari-adhuri-kahani%22%29-male-version/6371220/,"{'Hamari Adhuri Kahani (Title Track) [From ""Hamari Adhuri Kahani""]', 'Ami Mishra', 'Hasi ""Hamari Adhuri Kahani"") Male Version', 'Kunaal Vermaa'}"
2015,Girls Like To Swing,Dil Dhadakne Do,{'Javed Akhtar'},6006813,hungama,Soundtrack,{'Sunidhi Chauhan'},Hindi,{'Sunidhi Chauhan'},https://www.hungama.com/song/girls-like-to-swing/6006813/,"{'Sunidhi Chauhan', 'Girls Like To Swing', 'Dil Dhadakne Do', 'Javed Akhtar'}"
2015,Tu Jo Mila,Bajrangi Bhaijaan,{'Kausar Munir'},15035814,hungama,Soundtrack,"{'K. K.', 'Pritam'}",Hindi,"{'K. K.', 'Pritam'}",https://www.hungama.com/song/tu-jo-mila/15035814/,"{'K. K.', 'Bajrangi Bhaijaan', 'Tu Jo Mila', 'Kausar Munir', 'Pritam'}"
2016,Tere Bin,Wazir,{'Vidhu Vinod Chopra'},16869966,hungama,Soundtrack,"{'Shreya Ghoshal', 'Sonu Nigam'}",Hindi,"{'Shreya Ghoshal', 'Sonu Nigam'}",https://www.hungama.com/song/tere-bin/16869966/,"{'Wazir', 'Sonu Nigam', 'Tere Bin', 'Vidhu Vinod Chopra', 'Shreya Ghoshal'}"
2015,Zinda,Talvar,{'Gulzar'},16347004,hungama,Soundtrack,{'Sukhwinder Singh'},Hindi,{'Sukhwinder Singh'},https://www.hungama.com/song/zinda/16347004/,"{'Talvar', 'Sukhwinder Singh', 'Gulzar', 'Zinda'}"
2017,Khullam Khulla,Noorondu Nenapu,{'Kaviraj'},24003881,hungama,,{'Haricharan'},Kannada,{'Haricharan'},https://www.hungama.com/song/khullam-khulla/24003881/,"{'Kaviraj', 'Haricharan', 'Khullam Khulla', 'Noorondu Nenapu'}"
2014,Olave Nannolave,Nan Love Track,{'Jayanth Kaikini'},2715391,hungama,,{'Hari Charan'},Kannada,{'Hari Charan'},https://www.hungama.com/song/olave-nannolave/2715391/,"{'Jayanth Kaikini', 'Olave Nannolave', 'Hari Charan', 'Nan Love Track'}"
2015,Saagidhe,Jwalantham,{'Ambarish'},16596532,hungama,,"{'Haricharan', 'Nikitha Venkatesh'}",Kannada,"{'Haricharan', 'Nikitha Venkatesh'}",https://www.hungama.com/song/saagidhe/16596532/,"{'Nikitha Venkatesh', 'Saagidhe', 'Ambarish', 'Jwalantham', 'Haricharan'}"
2015,Nenapideya,Whatsupp Love,{'Ram'},16463630,hungama,,{'Haricharan'},Kannada,{'Haricharan'},https://www.hungama.com/song/nenapideya/16463630/,"{'Nenapideya', 'Whatsupp Love', 'Ram', 'Haricharan'}"
2015,Moula Re Moula,Bramha Vishnu Maheshwara,{'Arasu Anthare'},16396047,hungama,,{'Haricharan'},Kannada,{'Haricharan'},https://www.hungama.com/song/moula-re-moula/16396047/,"{'Bramha Vishnu Maheshwara', 'Haricharan', 'Arasu Anthare', 'Moula Re Moula'}"
2015,Thane Thanaagi,Lifu Super,{'Chethan Durga'},16896642,hungama,,"{'Monica Reddy', 'Haricharan'}",Kannada,"{'Monica Reddy', 'Haricharan'}",https://www.hungama.com/song/thane-thanaagi/16896642/,"{'Lifu Super', 'Thane Thanaagi', 'Monica Reddy', 'Haricharan', 'Chethan Durga'}"
2015,Kellamma Chinnamma,Mandya To Mumbai,{'Vaardhik Joseph'},4853103,hungama,,"{'Haricharan', 'Mridula Warriar'}",Kannada,"{'Haricharan', 'Mridula Warriar'}",https://www.hungama.com/song/kellamma-chinnamma/4853103/,"{'Mandya To Mumbai', 'Mridula Warriar', 'Vaardhik Joseph', 'Kellamma Chinnamma', 'Haricharan'}"
2016,Modala Notadalli,Jessie (Kannada),{'Rohit Padaki'},17368949,hungama,,"{'Haricharan', 'Samanvita Sharma'}",Kannada,"{'Haricharan', 'Samanvita Sharma'}",https://www.hungama.com/song/modala-notadalli/17368949/,"{'Jessie (Kannada)', 'Rohit Padaki', 'Modala Notadalli', 'Haricharan', 'Samanvita Sharma'}"
2014,Olave Nannolave - Sad,Nan Love Track,{'Dr. Mamatha'},2715397,hungama,,{'Hari Charan'},Kannada,{'Hari Charan'},https://www.hungama.com/song/olave-nannolave---sad/2715397/,"{'Olave Nannolave - Sad', 'Hari Charan', 'Dr. Mamatha', 'Nan Love Track'}"
1970,Chingarakinnaram,Minnaram,{''},1547995,hungama,Soundtrack,{''},Malayalam,{''},https://www.hungama.com/song/chingarakinnaram/1547995/,"{'', 'Minnaram', 'Chingarakinnaram'}"
2017,Konchiva Kanmani (Male),Fukri,{'Rafeeq Ahammed'},36700367,hungama,,{'Najim Arshad'},Malayalam,{'Najim Arshad'},https://www.hungama.com/song/konchiva-kanmani-%28male%29/36700367/,"{'Rafeeq Ahammed', 'Fukri', 'Konchiva Kanmani (Male)', 'Najim Arshad'}"
2017,Fukry is Lucky,Fukri,{'Rafeeq Ahammed'},36700373,hungama,,{'Sachin Warrior'},Malayalam,{'Sachin Warrior'},https://www.hungama.com/song/fukry-is-lucky/36700373/,"{'Rafeeq Ahammed', 'Sachin Warrior', 'Fukri', 'Fukry is Lucky'}"
2021,Jalabulajangu Don),"Jalabulajangu (From ""Don"")",{'Rokesh'},79734506,hungama,Soundtrack,"{'Rokesh', 'Anirudh Ravichander & Rokesh', 'Anirudh Ravichander'}",Tamil,"{'Rokesh', 'Anirudh Ravichander & Rokesh', 'Anirudh Ravichander'}",https://www.hungama.com/song/jalabulajangu-don%29/79734506/,"{'Jalabulajangu Don)', 'Jalabulajangu (From ""Don"")', 'Rokesh', 'Anirudh Ravichander', 'Anirudh Ravichander & Rokesh'}"
2021,Edakku Modakku Naai Sekar),"Edakku Modakku (From ""Naai Sekar"")",{'Sivakarthikeyan'},79452766,hungama,Soundtrack,"{'Sivakarthikeyan', 'Anirudh Ravichander & Sivakarthikeyan', 'Anirudh Ravichander'}",Tamil,"{'Sivakarthikeyan', 'Anirudh Ravichander & Sivakarthikeyan', 'Anirudh Ravichander'}",https://www.hungama.com/song/edakku-modakku-naai-sekar%29/79452766/,"{'Edakku Modakku (From ""Naai Sekar"")', 'Sivakarthikeyan', 'Anirudh Ravichander', 'Edakku Modakku Naai Sekar)', 'Anirudh Ravichander & Sivakarthikeyan'}"
2020,Nenjame,Doctor,{'Mohanrajan'},56132307,hungama,Soundtrack,{'Anirudh Ravichander'},Tamil,{'Anirudh Ravichander'},https://www.hungama.com/song/nenjame/56132307/,"{'Nenjame', 'Mohanrajan', 'Nenjame (From ""Doctor"")', 'Anirudh Ravichander'}"
2020,Chellamma,Doctor,{'Sivakarthikeyan'},54835974,hungama,Soundtrack,"{'Jonita Gandhi', 'Anirudh Ravichander'}",Tamil,"{'Jonita Gandhi', 'Anirudh Ravichander'}",https://www.hungama.com/song/chellamma/54835974/,"{'Chellamma', 'Sivakarthikeyan', 'Anirudh Ravichander', 'Chellamma (From ""Doctor"")', 'Jonita Gandhi'}"
2017,Idhayane,Filter Kaapi Mornings,{'Karky'},32582592,hungama,Soundtrack,"{'Neeti Mohan', 'Anirudh Ravichander'}",Tamil,"{'Neeti Mohan', 'Anirudh Ravichander'}",https://www.hungama.com/song/idhayane/32582592/,"{'Neeti Mohan', 'Idhayane', 'Anirudh Ravichander', 'Karky', 'Filter Kaapi Mornings'}"
2017,Karuthavanlaam Galeejaam,Drive Time Tamil,{'Viveka'},29167434,hungama,Soundtrack,{'Anirudh Ravichander'},Tamil,{'Anirudh Ravichander'},https://www.hungama.com/song/karuthavanlaam-galeejaam/29167434/,"{'Karuthavanlaam Galeejaam', 'Viveka', 'Drive Time Tamil', 'Anirudh Ravichander'}"
2017,Iraiva,Heartbreak Hits Tamil,{'Viveka'},31482084,hungama,Soundtrack,"{'Jonita Gandhi', 'Anirudh Ravichander & Jonita Gandhi', 'Anirudh Ravichander'}",Tamil,"{'Jonita Gandhi', 'Anirudh Ravichander & Jonita Gandhi', 'Anirudh Ravichander'}",https://www.hungama.com/song/iraiva/31482084/,"{'Anirudh Ravichander', 'Heartbreak Hits Tamil', 'Iraiva', 'Anirudh Ravichander & Jonita Gandhi', 'Viveka', 'Jonita Gandhi'}"
2016,Senjitaley,Top New Tamil,{'Vignesh ShivN'},20217808,hungama,Soundtrack,{'Anirudh Ravichander'},Tamil,{'Anirudh Ravichander'},https://www.hungama.com/song/senjitaley/20217808/,"{'Senjitaley', 'Vignesh ShivN', 'Top New Tamil', 'Anirudh Ravichander'}"
2012,"Boomi Enna Suthudhe ""Ethir Neechal"")",Happy Love Songs,{'Dhanush'},3015894,hungama,Soundtrack,{'Anirudh Ravichander'},Tamil,{'Anirudh Ravichander'},https://www.hungama.com/song/boomi-enna-suthudhe-%22ethir-neechal%22%29/3015894/,"{'Dhanush', 'Happy Love Songs', 'Anirudh Ravichander', 'Boomi Enna Suthudhe ""Ethir Neechal"")'}"
2014,"Un Vizhigalil ""Maan Karate"")",All About Kadhal,{'R.D. Raja'},2652964,hungama,Soundtrack,"{'Shruti Haasan', 'Anirudh Ravichander'}",Tamil,"{'Shruti Haasan', 'Anirudh Ravichander'}",https://www.hungama.com/song/un-vizhigalil-%22maan-karate%22%29/2652964/,"{'Shruti Haasan', 'Un Vizhigalil ""Maan Karate"")', 'Anirudh Ravichander', 'R.D. Raja', 'All About Kadhal'}"
2014,Im so cool,Kaaki Sattai,{'Arunraja Kamaraj'},3305906,hungama,Soundtrack,"{'Sivakarthikeyan', 'Anirudh Ravichander'}",Tamil,"{'Sivakarthikeyan', 'Anirudh Ravichander'}",https://www.hungama.com/song/im-so-cool/3305906/,"{'Kaaki Sattai', 'Im so cool', 'Sivakarthikeyan', 'Anirudh Ravichander', 'Arunraja Kamaraj'}"
2016,Sirikkadhey,Top New Tamil,{'Vignesh ShivN'},20823846,hungama,Soundtrack,"{'Srinidhi Venkatesh', 'Arjun Kanungo', 'Anirudh Ravichander'}",Tamil,"{'Srinidhi Venkatesh', 'Arjun Kanungo', 'Anirudh Ravichander'}",https://www.hungama.com/song/sirikkadhey/20823846/,"{'Srinidhi Venkatesh', 'Arjun Kanungo', 'Vignesh ShivN', 'Top New Tamil', 'Anirudh Ravichander', 'Sirikkadhey'}"
2016,Daavuya,Top Kuthu,{'Ku Karthik'},20972466,hungama,Soundtrack,"{'Santhosh Narayanan', 'Anirudh Ravichander'}",Tamil,"{'Santhosh Narayanan', 'Anirudh Ravichander'}",https://www.hungama.com/song/daavuya/20972466/,"{'Santhosh Narayanan', 'Anirudh Ravichander', 'Daavuya', 'Ku Karthik', 'Top Kuthu'}"
2016,Meesa Beauty,All About Kadhal,{'Vivek'},20972465,hungama,Soundtrack,"{'Anirudh Ravichander', 'Richard'}",Tamil,"{'Anirudh Ravichander', 'Richard'}",https://www.hungama.com/song/meesa-beauty/20972465/,"{'Meesa Beauty', 'Anirudh Ravichander', 'Richard', 'Vivek', 'All About Kadhal'}"
2012,"Ethir Neechal ""Ethir Neechal"")",Gym Grooves,{'Vaalee'},2677682,hungama,Soundtrack,"{'Yo Yo Honey Singh', 'Anirudh Ravichander', 'Hiphop Tamizha'}",Tamil,"{'Yo Yo Honey Singh', 'Anirudh Ravichander', 'Hiphop Tamizha'}",https://www.hungama.com/song/ethir-neechal-%22ethir-neechal%22%29/2677682/,"{'Yo Yo Honey Singh', 'Hiphop Tamizha', 'Vaalee', 'Anirudh Ravichander', 'Ethir Neechal ""Ethir Neechal"")', 'Gym Grooves'}"
2016,Remo Nee Kadhalan,Drive Time Tamil,{'Vignesh ShivN'},20190919,hungama,Soundtrack,{'Anirudh Ravichander'},Tamil,{'Anirudh Ravichander'},https://www.hungama.com/song/remo-nee-kadhalan/20190919/,"{'Remo Nee Kadhalan', 'Vignesh ShivN', 'Drive Time Tamil', 'Anirudh Ravichander'}"
2016,Tamilselvi,Top New Tamil,{'Vignesh ShivN'},20972467,hungama,Soundtrack,"{'Nakash Aziz', 'Anirudh Ravichander'}",Tamil,"{'Nakash Aziz', 'Anirudh Ravichander'}",https://www.hungama.com/song/tamilselvi/20972467/,"{'Tamilselvi', 'Nakash Aziz', 'Vignesh ShivN', 'Top New Tamil', 'Anirudh Ravichander'}"
2019,Fakeera Ghar Aaja,Junglee,{'Anvita Dutt'},47364774,hungama,,{'Jubin Nautiyal'},Hindi,{'Jubin Nautiyal'},https://www.hungama.com/song/fakeera-ghar-aaja/47364774/,"{'Anvita Dutt', 'Jubin Nautiyal', 'Junglee', 'Fakeera Ghar Aaja'}"
2019,Bumro,Notebook,{'Kaushal Kishore'},47331186,hungama,,"{'Kamaal Khan', 'Vishal Mishra'}",Hindi,"{'Kamaal Khan', 'Vishal Mishra'}",https://www.hungama.com/song/bumro/47331186/,"{'Kamaal Khan', 'Notebook', 'Bumro', 'Vishal Mishra', 'Kaushal Kishore'}"
2019,Safar,Notebook,{'Kaushal Kishore'},47331187,hungama,,{'Mohit Chauhan'},Hindi,{'Mohit Chauhan'},https://www.hungama.com/song/safar/47331187/,"{'Mohit Chauhan', 'Safar', 'Notebook', 'Kaushal Kishore'}"
2019,Chitthi,Chitthi,{'Kumaar'},47317050,hungama,,{'Jubin Nautiyal'},Hindi,{'Jubin Nautiyal'},https://www.hungama.com/song/chitthi/47317050/,"{'Kumaar', 'Chitthi', 'Jubin Nautiyal'}"
2019,Laila,Notebook,{'Abhendra Upadhyay'},47318815,hungama,,{'Dhvani Bhanushali'},Hindi,{'Dhvani Bhanushali'},https://www.hungama.com/song/laila/47318815/,"{'Dhvani Bhanushali', 'Abhendra Upadhyay', 'Notebook', 'Laila'}"
2019,Shart,Milan Talkies,{'Amitabh Bhattacharya'},47316934,hungama,,{'Sonu Nigam'},Hindi,{'Sonu Nigam'},https://www.hungama.com/song/shart/47316934/,"{'Shart', 'Amitabh Bhattacharya', 'Milan Talkies', 'Sonu Nigam'}"
2019,Tum Na Aaye,Badla,{'A.M. Turaz'},47315785,hungama,,{'Kk'},Hindi,{'Kk'},https://www.hungama.com/song/tum-na-aaye/47315785/,"{'Tum Na Aaye', 'Kk', 'Badla', 'A.M. Turaz'}"
2019,Bajaa Bajaa Bajaa Dhol Bajaa Re,Mere Pyare Prime Minister,{'Gulzar'},47316637,hungama,,"{'Neela Mulhekar', 'Shankar Mahadevan', 'Shrinidhi Ghatate', 'Asha Bhosle', 'Divya Kumar'}",Hindi,"{'Neela Mulhekar', 'Shankar Mahadevan', 'Shrinidhi Ghatate', 'Asha Bhosle', 'Divya Kumar'}",https://www.hungama.com/song/bajaa-bajaa-bajaa-dhol-bajaa-re/47316637/,"{'Neela Mulhekar', 'Asha Bhosle', 'Bajaa Bajaa Bajaa Dhol Bajaa Re', 'Shankar Mahadevan', 'Mere Pyare Prime Minister', 'Divya Kumar', 'Gulzar', 'Shrinidhi Ghatate'}"
2019,Nai Lagda,Notebook,{'Akshay Tripathi'},47314725,hungama,,"{'Vishal Mishra', 'Asees Kaur'}",Hindi,"{'Vishal Mishra', 'Asees Kaur'}",https://www.hungama.com/song/nai-lagda/47314725/,"{'Notebook', 'Akshay Tripathi', 'Nai Lagda', 'Vishal Mishra', 'Asees Kaur'}"
2019,Aukaat,Badla,{'JIZZY'},47315517,hungama,,"{'Jizzy', 'Amitabh Bachchan', 'Amit Mishra', 'Clinton Cerejo'}",Hindi,"{'Jizzy', 'Amitabh Bachchan', 'Amit Mishra', 'Clinton Cerejo'}",https://www.hungama.com/song/aukaat/47315517/,"{'Amitabh Bachchan', 'JIZZY', 'Aukaat', 'Badla', 'Jizzy', 'Amit Mishra', 'Clinton Cerejo'}"
2019,Sanu Kehndi,Kesari,{'Kumaar'},47313948,hungama,,"{'Romy', 'Brijesh Sandilya', 'Brijesh Shandilya'}",Hindi,"{'Romy', 'Brijesh Sandilya', 'Brijesh Shandilya'}",https://www.hungama.com/song/sanu-kehndi/47313948/,"{'Romy', 'Sanu Kehndi', 'Brijesh Sandilya', 'Kumaar', 'Kesari', 'Brijesh Shandilya'}"
2019,Duniyaa,Luka Chuppi,{'Kunaal Vermaa'},47309655,hungama,,"{'Akhil', 'Dhvani Bhanushali'}",Hindi,"{'Akhil', 'Dhvani Bhanushali'}",https://www.hungama.com/song/duniyaa/47309655/,"{'Akhil', 'Dhvani Bhanushali', 'Luka Chuppi', 'Duniyaa', 'Kunaal Vermaa'}"
2019,Kyun Rabba,Badla,{'Kumaar'},47279674,hungama,,{'Armaan Malik'},Hindi,{'Armaan Malik'},https://www.hungama.com/song/kyun-rabba/47279674/,"{'Armaan Malik', 'Kumaar', 'Badla', 'Kyun Rabba'}"
2021,Holi Mein Sadhu Aya Hai,Holi Mein Sadhu Aya Hai,{'Shyam Dehati'},63269505,hungama,,"{'Khesari Lal Yadav', 'Antra Singh Priyanka'}",Bhojpuri,"{'Khesari Lal Yadav', 'Antra Singh Priyanka'}",https://www.hungama.com/song/holi-mein-sadhu-aya-hai/63269505/,"{'Khesari Lal Yadav', 'Antra Singh Priyanka', 'Shyam Dehati', 'Holi Mein Sadhu Aya Hai'}"
2020,Lanka Mein Kooda Ji,Lanka Mein Kooda Ji,{'Anupam Pandey'},51264582,hungama,,"{'Priya Dubey', 'Rakesh Kumar Mishra', 'Rakesh Kumar Mishra & Priya Dubey'}",English,"{'Priya Dubey', 'Rakesh Kumar Mishra', 'Rakesh Kumar Mishra & Priya Dubey'}",https://www.hungama.com/song/lanka-mein-kooda-ji/51264582/,"{'Lanka Mein Kooda Ji', 'Priya Dubey', 'Anupam Pandey', 'Rakesh Kumar Mishra', 'Rakesh Kumar Mishra & Priya Dubey'}"
2021,Sasura Mein Bhatar Dali,Sasura Mein Bhatar Dali,{'Munna Mohit'},63160035,hungama,,"{'Shilpi Raj', 'Brajesh Singh'}",Bhojpuri,"{'Shilpi Raj', 'Brajesh Singh'}",https://www.hungama.com/song/sasura-mein-bhatar-dali/63160035/,"{'Shilpi Raj', 'Brajesh Singh', 'Sasura Mein Bhatar Dali', 'Munna Mohit'}"
